split	task	episode	seed	first_np_random	crazy_random_light_rate
train_set	place_a2b_left	episode1	1780983059	0.020205120330	0.1
train_set	place_a2b_left	episode8	1780983066	0.080553493533	0.1
train_set	place_a2b_left	episode26	1780983093	0.031971960009	0.1
train_set	place_a2b_left	episode27	1780983094	0.072603914475	0.1
train_set	place_a2b_right	episode8	1780980965	0.037313573293	0.1
train_set	place_a2b_right	episode31	1780980998	0.056732754765	0.1
train_set	place_a2b_right	episode38	1780981007	0.078065326266	0.1
train_set	place_a2b_right	episode47	1780981019	0.061745767767	0.1
train_set	place_a2b_right	episode49	1780981021	0.073921601609	0.1
train_set	place_bread_basket	episode3	1780974757	0.031407685515	0.1
train_set	place_bread_basket	episode5	1780974760	0.091742333898	0.1
train_set	place_bread_basket	episode6	1780974761	0.085994983752	0.1
train_set	place_bread_basket	episode9	1780974765	0.042608673762	0.1
train_set	place_bread_basket	episode11	1780974767	0.087055753714	0.1
train_set	place_bread_basket	episode19	1780974777	0.045971322344	0.1
train_set	place_bread_basket	episode24	1780974783	0.085471980913	0.1
train_set	place_bread_basket	episode31	1780974790	0.047709859008	0.1
train_set	place_bread_basket	episode34	1780974793	0.013308711835	0.1
train_set	place_bread_basket	episode38	1780974798	0.014361483477	0.1
train_set	place_bread_basket	episode54	1780974817	0.086526775044	0.1
train_set	place_bread_skillet	episode6	1781005291	0.040599582739	0.1
train_set	place_bread_skillet	episode12	1781005301	0.033162850261	0.1
train_set	place_bread_skillet	episode14	1781005304	0.062300045371	0.1
train_set	place_bread_skillet	episode30	1781005345	0.081773075303	0.1
train_set	place_bread_skillet	episode32	1781005353	0.025596711249	0.1
train_set	place_bread_skillet	episode48	1781005402	0.095187231484	0.1
train_set	place_burger_fries	episode11	1780990301	0.022739381931	0.1
train_set	place_burger_fries	episode17	1780990307	0.064009482322	0.1
train_set	place_burger_fries	episode26	1780990319	0.063312026640	0.1
train_set	place_burger_fries	episode32	1780990325	0.064602064063	0.1
train_set	place_burger_fries	episode52	1780990346	0.054502141516	0.1
train_set	place_burger_fries	episode53	1780990347	0.073093585469	0.1
train_set	place_can_basket	episode0	1780959582	0.021510269168	0.1
train_set	place_can_basket	episode1	1780959583	0.064561321470	0.1
train_set	place_can_basket	episode11	1780959594	0.096346363896	0.1
train_set	place_can_basket	episode18	1780959602	0.024570771794	0.1
train_set	place_can_basket	episode20	1780959604	0.036911567106	0.1
train_set	place_can_basket	episode28	1780959614	0.043249663640	0.1
train_set	place_can_basket	episode32	1780959621	0.064076207524	0.1
train_set	place_can_basket	episode35	1780959624	0.018684715251	0.1
train_set	place_can_basket	episode41	1780959634	0.038320673995	0.1
train_set	place_cans_plasticbox	episode0	1780994348	0.004305346001	0.1
train_set	place_cans_plasticbox	episode5	1780994353	0.042988563527	0.1
train_set	place_cans_plasticbox	episode9	1780994357	0.042227700536	0.1
train_set	place_cans_plasticbox	episode15	1780994363	0.063544199225	0.1
train_set	place_cans_plasticbox	episode20	1780994368	0.043431182394	0.1
train_set	place_cans_plasticbox	episode34	1780994388	0.025046173222	0.1
train_set	place_cans_plasticbox	episode38	1780994392	0.074854627108	0.1
train_set	place_container_plate	episode2	1780992344	0.090468196222	0.1
train_set	place_container_plate	episode14	1780992361	0.014347124675	0.1
train_set	place_container_plate	episode17	1780992364	0.060239448756	0.1
train_set	place_container_plate	episode27	1780992379	0.083664349843	0.1
train_set	place_container_plate	episode44	1780992398	0.051965850123	0.1
train_set	place_dual_shoes	episode19	1780993159	0.071247844428	0.1
train_set	place_dual_shoes	episode24	1780993165	0.016677024154	0.1
train_set	place_dual_shoes	episode46	1780993202	0.039117713481	0.1
train_set	place_dual_shoes	episode47	1780993206	0.079942781282	0.1
train_set	place_dual_shoes	episode49	1780993209	0.049962454363	0.1
train_set	place_dual_shoes	episode50	1780993213	0.008777821886	0.1
train_set	place_dual_shoes	episode52	1780993215	0.016343337151	0.1
train_set	place_dual_shoes	episode53	1780993216	0.011402850006	0.1
train_set	place_dual_shoes	episode54	1780993217	0.076751492546	0.1
train_set	place_empty_cup	episode2	1781019589	0.076704890855	0.1
train_set	place_empty_cup	episode7	1781019595	0.008273124769	0.1
train_set	place_empty_cup	episode25	1781019616	0.018928619602	0.1
train_set	place_empty_cup	episode32	1781019623	0.016898221522	0.1
train_set	place_empty_cup	episode42	1781019636	0.004728820290	0.1
train_set	place_empty_cup	episode49	1781019644	0.011906894623	0.1
train_set	place_empty_cup	episode52	1781019648	0.070771363423	0.1
train_set	place_fan	episode2	1781016137	0.056831404363	0.1
train_set	place_fan	episode9	1781016147	0.077781751372	0.1
train_set	place_fan	episode33	1781016198	0.086975061265	0.1
train_set	place_mouse_pad	episode3	1780979708	0.024931350364	0.1
train_set	place_mouse_pad	episode5	1780979710	0.016606258136	0.1
train_set	place_mouse_pad	episode17	1780979726	0.096192592418	0.1
train_set	place_mouse_pad	episode36	1780979749	0.061930682777	0.1
train_set	place_mouse_pad	episode38	1780979751	0.097103218862	0.1
train_set	place_object_basket	episode8	1781018877	0.027736909679	0.1
train_set	place_object_basket	episode18	1781018888	0.014866243799	0.1
train_set	place_object_basket	episode26	1781018900	0.027891300654	0.1
train_set	place_object_basket	episode35	1781018912	0.024015824231	0.1
train_set	place_object_scale	episode5	1781004094	0.052156622615	0.1
train_set	place_object_scale	episode12	1781004106	0.035194632883	0.1
train_set	place_object_scale	episode47	1781004150	0.082697582175	0.1
train_set	place_object_scale	episode50	1781004157	0.047185729837	0.1
train_set	place_object_stand	episode25	1781013639	0.061491804549	0.1
train_set	place_object_stand	episode29	1781013643	0.013460945004	0.1
train_set	place_object_stand	episode46	1781013663	0.094293423553	0.1
train_set	place_object_stand	episode53	1781013671	0.024148424092	0.1
train_set	place_phone_stand	episode3	1781032867	0.070411443871	0.1
train_set	place_phone_stand	episode5	1781032869	0.002493475434	0.1
train_set	place_phone_stand	episode7	1781032871	0.023274120205	0.1
train_set	place_phone_stand	episode14	1781032878	0.009406090623	0.1
train_set	place_phone_stand	episode22	1781032886	0.011315027022	0.1
train_set	place_phone_stand	episode26	1781032890	0.024584064900	0.1
train_set	place_phone_stand	episode31	1781032897	0.061342725120	0.1
train_set	place_phone_stand	episode34	1781032901	0.065216088462	0.1
train_set	place_phone_stand	episode37	1781032908	0.052828442846	0.1
train_set	place_phone_stand	episode38	1781032909	0.034958173724	0.1
train_set	place_phone_stand	episode47	1781032923	0.062736867131	0.1
train_set	place_shoe	episode11	1781030726	0.081563787033	0.1
train_set	place_shoe	episode27	1781030743	0.033739252101	0.1
train_set	place_shoe	episode32	1781030749	0.037083626682	0.1
train_set	place_shoe	episode35	1781030752	0.010527348186	0.1
train_set	place_shoe	episode41	1781030761	0.006481930109	0.1
train_set	place_shoe	episode46	1781030767	0.050566238998	0.1
train_set	place_shoe	episode47	1781030768	0.097129644815	0.1
train_set	place_shoe	episode49	1781030770	0.064962224796	0.1
train_set	press_stapler	episode16	1780990863	0.014534064928	0.1
train_set	press_stapler	episode21	1780990869	0.086449571550	0.1
train_set	press_stapler	episode30	1780990879	0.098354890190	0.1
train_set	press_stapler	episode32	1780990882	0.049580796257	0.1
train_set	put_bottles_dustbin	episode6	1781037466	0.076291722396	0.1
train_set	put_bottles_dustbin	episode7	1781037472	0.080084342412	0.1
train_set	put_bottles_dustbin	episode10	1781037475	0.072109945099	0.1
train_set	put_bottles_dustbin	episode30	1781037533	0.079567816468	0.1
train_set	put_bottles_dustbin	episode34	1781037540	0.021382480600	0.1
train_set	put_bottles_dustbin	episode43	1781037557	0.020967623434	0.1
train_set	put_object_cabinet	episode3	1781015231	0.021450401121	0.1
train_set	put_object_cabinet	episode4	1781015241	0.018365896236	0.1
train_set	put_object_cabinet	episode7	1781015296	0.020922189225	0.1
train_set	put_object_cabinet	episode14	1781015367	0.076771705030	0.1
train_set	put_object_cabinet	episode22	1781015440	0.068646712273	0.1
train_set	put_object_cabinet	episode25	1781015459	0.025043188266	0.1
train_set	put_object_cabinet	episode29	1781015557	0.031737525863	0.1
train_set	put_object_cabinet	episode34	1781015671	0.009040899417	0.1
train_set	put_object_cabinet	episode40	1781015753	0.026078956172	0.1
train_set	put_object_cabinet	episode45	1781015807	0.017804513455	0.1
train_set	put_object_cabinet	episode49	1781015932	0.088659536115	0.1
train_set	put_object_cabinet	episode50	1781015951	0.034949368636	0.1
train_set	put_object_cabinet	episode54	1781015998	0.095540663271	0.1
train_set	rotate_qrcode	episode4	1781023980	0.039932033618	0.1
train_set	rotate_qrcode	episode7	1781023983	0.045619627210	0.1
train_set	rotate_qrcode	episode17	1781023994	0.002076445393	0.1
train_set	rotate_qrcode	episode26	1781024003	0.037694836944	0.1
train_set	rotate_qrcode	episode53	1781024033	0.036856832162	0.1
train_set	scan_object	episode16	1781042211	0.064662689866	0.1
train_set	scan_object	episode18	1781042214	0.016490600618	0.1
train_set	scan_object	episode22	1781042228	0.010628745975	0.1
train_set	scan_object	episode23	1781042230	0.043959719191	0.1
train_set	scan_object	episode32	1781042260	0.053239713115	0.1
train_set	scan_object	episode37	1781042285	0.088069683509	0.1
train_set	scan_object	episode38	1781042291	0.093498786176	0.1
train_set	scan_object	episode47	1781042335	0.040813579874	0.1
train_set	shake_bottle	episode13	1781049523	0.037468857054	0.1
train_set	shake_bottle	episode17	1781049529	0.035759468444	0.1
train_set	shake_bottle	episode33	1781049556	0.033457475663	0.1
train_set	shake_bottle	episode53	1781049584	0.033098079560	0.1
train_set	shake_bottle_horizontally	episode3	1780999506	0.024746459120	0.1
train_set	shake_bottle_horizontally	episode14	1780999522	0.061502117074	0.1
train_set	shake_bottle_horizontally	episode17	1780999526	0.033941445216	0.1
train_set	shake_bottle_horizontally	episode24	1780999536	0.011991704521	0.1
train_set	shake_bottle_horizontally	episode35	1780999558	0.073717073087	0.1
train_set	shake_bottle_horizontally	episode37	1780999560	0.016703903456	0.1
train_set	shake_bottle_horizontally	episode44	1780999569	0.081704664307	0.1
train_set	shake_bottle_horizontally	episode47	1780999576	0.088535398016	0.1
train_set	stack_blocks_three	episode12	1781061583	0.082997853028	0.1
train_set	stack_blocks_three	episode13	1781061584	0.059644310043	0.1
train_set	stack_blocks_three	episode20	1781061591	0.099281196647	0.1
train_set	stack_blocks_three	episode38	1781061612	0.066224938015	0.1
train_set	stack_blocks_three	episode46	1781061620	0.072091398033	0.1
train_set	stack_blocks_three	episode53	1781061628	0.006882067973	0.1
train_set	stack_blocks_two	episode0	1781044434	0.064229726987	0.1
train_set	stack_blocks_two	episode2	1781044436	0.070701342854	0.1
train_set	stack_blocks_two	episode13	1781044447	0.033500911690	0.1
train_set	stack_blocks_two	episode35	1781044471	0.065368929219	0.1
train_set	stack_blocks_two	episode36	1781044472	0.055403972894	0.1
train_set	stack_blocks_two	episode40	1781044476	0.090886473840	0.1
train_set	stack_bowls_three	episode14	1781035481	0.083366453671	0.1
train_set	stack_bowls_three	episode18	1781035486	0.015108395738	0.1
train_set	stack_bowls_three	episode26	1781035496	0.027164711333	0.1
train_set	stack_bowls_three	episode28	1781035498	0.008543737028	0.1
train_set	stack_bowls_three	episode30	1781035502	0.033252796652	0.1
train_set	stack_bowls_three	episode33	1781035508	0.024283451561	0.1
train_set	stack_bowls_three	episode49	1781035539	0.096802725381	0.1
train_set	stack_bowls_two	episode15	1781056243	0.001787563387	0.1
train_set	stack_bowls_two	episode45	1781056285	0.060298957656	0.1
train_set	stack_bowls_two	episode54	1781056296	0.038488726358	0.1
train_set	stamp_seal	episode8	1781066962	0.051154643312	0.1
train_set	stamp_seal	episode11	1781066965	0.059500393506	0.1
train_set	stamp_seal	episode52	1781067023	0.060254738792	0.1
train_set	turn_switch	episode22	1781020221	0.088361695747	0.1
train_set	turn_switch	episode38	1781020247	0.089793574102	0.1
train_set	turn_switch	episode40	1781020250	0.004633361926	0.1
val_set	adjust_bottle	episode56	1780920366	0.078174178924	0.1
val_set	beat_block_hammer	episode57	1780920357	0.018982788586	0.1
val_set	blocks_ranking_size	episode57	1780920357	0.018982788586	0.1
val_set	click_alarmclock	episode56	1780920357	0.018982788586	0.1
val_set	dump_bin_bigbin	episode58	1780932239	0.029034964843	0.1
val_set	handover_block	episode55	1780953306	0.052790402095	0.1
val_set	handover_mic	episode58	1780953006	0.022487188717	0.1
val_set	hanging_mug	episode58	1780926747	0.084173261875	0.1
val_set	lift_pot	episode58	1780926341	0.034043673450	0.1
val_set	lift_pot	episode59	1780926343	0.029192920121	0.1
val_set	move_pillbottle_pad	episode56	1780937136	0.084279353492	0.1
val_set	pick_dual_bottles	episode58	1780948763	0.069156518804	0.1
val_set	place_bread_basket	episode59	1780974824	0.097345586273	0.1
val_set	place_burger_fries	episode56	1780990350	0.015024902983	0.1
val_set	place_empty_cup	episode56	1781019652	0.091185261912	0.1
val_set	place_empty_cup	episode59	1781019655	0.095640325787	0.1
val_set	place_fan	episode56	1781016288	0.090460155326	0.1
val_set	place_fan	episode59	1781016294	0.097099472528	0.1
val_set	place_object_scale	episode59	1781004167	0.059974502779	0.1
val_set	place_object_stand	episode56	1781013674	0.053060679761	0.1
val_set	place_object_stand	episode58	1781013676	0.079077330496	0.1
val_set	place_object_stand	episode59	1781013677	0.040250233849	0.1
val_set	rotate_qrcode	episode55	1781024035	0.015148363125	0.1
val_set	rotate_qrcode	episode58	1781024039	0.014094769759	0.1
val_set	scan_object	episode57	1781042379	0.072378236115	0.1
val_set	shake_bottle_horizontally	episode55	1780999587	0.033122267381	0.1
val_set	shake_bottle_horizontally	episode58	1780999594	0.025880516140	0.1
val_set	stack_bowls_two	episode55	1781056298	0.009241202342	0.1
val_set	stack_bowls_two	episode58	1781056301	0.045434163538	0.1
val_set	turn_switch	episode59	1781020286	0.011284691559	0.1
